name,pronunciation,meaning,type,length,weight,diet,teeth,food,how_moved,when_it_lived,found_it,taxonomy,foundators,year,species_type,comments,img_url,length_clean,diet_clean,taxonomy_depth,site1,site2,site3,site4,era,time_range,start,end,weight_clean,meaning_clean,year_clean,herbivorous,lifespan
Oryctodromeus,or-ik-tow-drohm-ee-us,'digging runner',small ornithopod,2.1m,,herbivorous,,,,"Late Cretaceous, 99-94 million years ago",USA,"Dinosauria, Ornithischia","Varricchio, Marin and Katsura ",(2007) ,cubicularis,"  Remains of this dinosaur were found in its burrow, along with the remains of 2 juveniles. The burrow was around 30cm wide and 70cm long.  The holotype adult specimen (the specimen that was first used to describe the species) consists of skull bones, vert",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/oryctodromeus.jpg,2.1,herbivorous,2,USA,,,,late cretaceous,99-94 million years ago,99.0,94.0,,digging runner,2007.0,1.0,5.0
Othnielia,oth-ni-ee-lee-a,'[for] Othniel [Marsh]',small ornithischian,1.4m,,herbivorous,,,,"Late Jurassic, 154-142 million years ago",USA,"Dinosauria, Ornithischia, Ornithopoda, Euornithopoda",Marsh ,(1877) ,rex,  Only partial skeletons of Othnielia have been found.,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Othnielia.jpg,1.4,herbivorous,4,USA,,,,late jurassic,154-142 million years ago,154.0,142.0,,[for] Othniel [Marsh],1877.0,1.0,12.0
Ouranosaurus,oo-RAH-noh-sore-us,'brave monitor lizard',large ornithopod,7.0m,,herbivorous,,,,"Early Cretaceous, 115-100 million years ago",Niger,"Dinosauria, Ornithischia, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea",Taquet ,(1976) ,nigeriensis,,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/ourano.jpg,7.0,herbivorous,9,Niger,,,,early cretaceous,115-100 million years ago,115.0,100.0,,brave monitor lizard,1976.0,1.0,15.0
Oviraptor,OH-vee-RAP-tor,'egg thief',small theropod,2.0m,20kg,omnivorous,"beak, no teeth","hard fruits, eggs, and possibly shellfish",on 2 legs,"Late Cretaceous, 85-75 million years ago",Mongolia,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Oviraptorosauria, Caenagnathoidea, Oviraptoridae, Oviraptorinae",Osborn ,(1924) ,philoceratops,"  The curved upper and lower jaws of Oviraptor would have been able to crush even hard objects. This dinosaur may have eaten eggs, or fed on fish and shellfish.",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/oviraps.jpg,2.0,omnivorous,14,Mongolia,,,,late cretaceous,85-75 million years ago,85.0,75.0,20.0,egg thief,1924.0,0.0,10.0
Pachycephalo-saurus,pack-ee-KEF-ah-lo-sore-us,'thick-headed lizard',pachycephalosaur,3.0m,450kg,herbivorous,flat-curved and serrated teeth,plant material,on 2 legs,"Late Cretaceous, 69-66 million years ago","Canada,
						
							USA","Dinosauria, Ornithischia, Neornithischia, Cerapoda, Marginocephalia, Pachycephalosauria, Pachycephalosauridae",Brown and Schlaikjer ,(1943) ,wyomingensis,"  Pachycephalosaurus was an unusual-looking dinosaur. It stood on two legs, had a beak for cropping plants and had a large bony dome on its head surrounded by spikes and bumps.  Some scientists think that the animal used its hard dome in head-butting conte",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/pachycephalosaurus.jpg,3.0,herbivorous,7,Canada,USA,,,late cretaceous,69-66 million years ago,69.0,66.0,450.0,thick-headed lizard,1943.0,1.0,3.0
Pachyrhino-saurus,pack-ee-RINE-oh-sore-us,'thick-nosed lizard',ceratopsian,6.0m,,herbivorous,,,,"Late Cretaceous, 76-74 million years ago",Canada,"Dinosauria, Ornithischia, Neornithischia, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsidae, Centrosaurinae",Sternberg ,(1950) ,canadensis,,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/pachyr.jpg,6.0,herbivorous,10,Canada,,,,late cretaceous,76-74 million years ago,76.0,74.0,,thick-nosed lizard,1950.0,1.0,2.0
Panoplosaurus,pan-op-loh-sore-us,'fully-armoured lizard',armoured dinosaur,7.0m,,herbivorous,,,,"Late Cretaceous, 79-75 million years ago","Canada,
						
							USA","Dinosauria, Ornithischia, Thyreophora, Ankylosauria, Nodosauridae",Lambe ,(1919) ,mirus,,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Panoplosaurus.jpg,7.0,herbivorous,5,Canada,USA,,,late cretaceous,79-75 million years ago,79.0,75.0,,fully-armoured lizard,1919.0,1.0,4.0
Pantydraco,pant-ee-drak-oh,'Pant-y-ffynnon dragon',prosauropod,3.0m,,herbivorous,,,,Early Jurassic,"United Kingdom,
						
							Wales","Dinosauria, Saurischia","Galton, Yates and Kermack ",2007 (2003) ,caducus,  Knowledge about Pantydraco is based on a partial juvenile skeleton which was previously thought to be a Thecodontosaurus.,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/pantydraco.jpg,3.0,herbivorous,2,UnitedKingdom,Wales,,,early jurassic,,,,,Pant-y-ffynnon dragon,2003.0,1.0,
Paralititan,pa-ral-ee-tie-tan,'tidal giant',sauropod,28.0m,,herbivorous,,,,"Late Cretaceous, 99-94 million years ago",Egypt,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria, Lithostrotia","Smith, Lamanna, Lacovara, Dodson, Smith, Poole, Giegengack and Attia ",(2001) ,stromeri,"  A partial postcranial skeleton of Paralititan has been found, but no skull, so reconstructions of the shape of the head are based on similar dinosaurs. The remains were found in a fossil mangrove swamp.",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Paralititan.jpg,28.0,herbivorous,11,Egypt,,,,late cretaceous,99-94 million years ago,99.0,94.0,,tidal giant,2001.0,1.0,5.0
Parasaurolophus,pa-ra-saw-ROL-off-us,'like 'Saurolophus'',large ornithopod,9.0m,5000kg,herbivorous,beak and toothed jaws,"pine needles, tree leaves",on 2 or 4 legs,"Late Cretaceous, 77-73 million years ago","Canada,
						
							USA","Dinosauria, Ornithischia, Ornithopoda, Hadrosauridae, Lambeosaurinae",Parks ,(1922) ,walkeri," Parasaurolophus Parasaurolophus was a duck-billed dinosaur with a long, distinctive head crest. It lived in what is now North America during the Late Cretaceous Period. Parasaurolophus Over the years, experts have gone back and forth as to whether Parasau",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/parasaurolophus.jpg,9.0,herbivorous,5,Canada,USA,,,late cretaceous,77-73 million years ago,77.0,73.0,5000.0,like 'Saurolophus',1922.0,1.0,4.0
Parksosaurus,PARKS-oh-SORE-us,'Park's lizard',small ornithopod,3.0m,,herbivorous,,,,"Late Cretaceous, 76-74 million years ago",Canada,"Dinosauria, Ornithischia, Ornithopoda, Euornithopoda",Sternberg ,(1937) ,warrenae,,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/parkso.jpg,3.0,herbivorous,4,Canada,,,,late cretaceous,76-74 million years ago,76.0,74.0,,Park's lizard,1937.0,1.0,2.0
Patagosaurus,pat-ag-oh-sore-us,'Patagonian lizard',sauropod,18.0m,,herbivorous,,,,"Mid Jurassic, 164-159 million years ago",Argentina,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Cetiosauridae",Bonaparte ,(1979) ,fariasi,  Many Patagosaurus skeletons have been found.,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Patagosaurus.jpg,18.0,herbivorous,6,Argentina,,,,mid jurassic,164-159 million years ago,164.0,159.0,,Patagonian lizard,1979.0,1.0,5.0
Patagotitan,Pat-ah-go-tie-tan,'titan from Patagonia',sauropod,37.5m,57000kg,herbivorous,for stripping vegetation from branches,tough plant material,on four legs,"Early Cretaceous, 101 million years ago",Argentina,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria","Carballido, Pol, Otero, Cerda, Salgado, Garrido, Ramezani, Cuneo and Krause ",(2017) ,mayorum,"  Patagotitan is one of the largest known dinosaurs, making it also one of the largest land animals ever found. It was far longer, almost twice as tall and more than three times heavier than Diplodocus.  Patagotitan is a titanosaur, a type of sauropod. Not",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/patagotitan-mef-c.jpg,37.5,herbivorous,10,Argentina,,,,early cretaceous,101 million years ago,101.0,101.0,57000.0,titan from Patagonia,2017.0,1.0,0.0
Pelecanimimus,pel-e-kan-i-mim-us,'pelican mimic',small theropod,2.5m,,carnivorous,,,,"Early Cretaceous, 127-121 million years ago",Spain,"Dinosauria, Saurischia, Theropoda, Ornithomimosauria",Perez-Moreno and colleagues ,(1994) ,polyodon," Pelecanimimus Pelecanimimus had more than 200 very small, fine teeth in its mouth, which would have given it a bite that cut and ripped.  The fossil that was first used to describe the species - which is known as a 'holotype' - was well preserved. It show",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Pelicanimimus.jpg,2.5,carnivorous,4,Spain,,,,early cretaceous,127-121 million years ago,127.0,121.0,,pelican mimic,1994.0,0.0,6.0
Pelorosaurus,pel-oh-ROW-sore-us,'monstrous lizard',sauropod,25.0m,,herbivorous,,,,"Early Cretaceous, 125 million years ago","England,
						
							United Kingdom","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes",Mantell ,(1850) ,conybearei,,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/pelo.jpg,25.0,herbivorous,9,England,UnitedKingdom,,,early cretaceous,125 million years ago,125.0,125.0,,monstrous lizard,1850.0,1.0,0.0
Pentaceratops,pent-ah-ker-ah-tops,'five-horned face',ceratopsian,6.8m,,herbivorous,,,,"Late Cretaceous, 76-74 million years ago",USA,"Dinosauria, Ornithischia, Neornithischia, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsidae, Chasmosaurinae",Osborn ,(1923) ,sternbergi,"  This dinosaur had a very large skull, almost 3m long.",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Pentaceratops.jpg,6.8,herbivorous,10,USA,,,,late cretaceous,76-74 million years ago,76.0,74.0,,five-horned face,1923.0,1.0,2.0
Piatnitzkysaurus,pye-at-nits-key-sore-us,'Piatnitzky's lizard',large theropod,4.2m,,carnivorous,,,,"Late Jurassic, 164-159 million years ago",Argentina,"Dinosauria, Saurischia, Theropoda, Megalosauridae, Eustreptospondylinae",Bonaparte ,(1979) ,floresi,,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Piatnitzkysaurus.jpg,4.2,carnivorous,5,Argentina,,,,late jurassic,164-159 million years ago,164.0,159.0,,Piatnitzky's lizard,1979.0,0.0,5.0
Pinacosaurus,pin-ak-oh-sore-us,'plank lizard',armoured dinosaur,5.0m,1000kg,herbivorous,,plants,,"Late Cretaceous, 81-75 million years ago","China,
						
							Mongolia","Dinosauria, Ornithischia, Thyreophora, Ankylosauria, Ankylosauridae",Gilmore ,(1933) ,grangeri,  Groups of young Pinacosaurus dinosaurs have been found fossilised together.,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Pinacosaurus.jpg,5.0,herbivorous,5,China,Mongolia,,,late cretaceous,81-75 million years ago,81.0,75.0,1000.0,plank lizard,1933.0,1.0,6.0
Plateosaurus,plat-ee-oh-sore-us,'flat lizard',prosauropod,7.0m,4000kg,herbivorous,grinding teeth with a horny beak at the front,plant material,on 2 or 4 legs,"Late Triassic, 210 million years ago","France,
						
							Germany,
						
							Switzerland","Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Plateosauria, Plateosauridae",Meyer ,(1837) ,engelhardti,"  Plateosaurus had 5-fingered hands and a large thumb claw, which may have been for defence or for collecting food. Finds in Germany suggest that this dinosaur may have lived in herds.",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/plateo.jpg,7.0,herbivorous,6,France,Germany,Switzerland,,late triassic,210 million years ago,210.0,210.0,4000.0,flat lizard,1837.0,1.0,0.0
Podokesaurus,po-doh-kee-sore-us,'swift-footed lizard',small theropod,0.9m,,carnivorous,,,,"Mid Jurassic, 195-180 million years ago",USA,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Coelophysoidea",Talbot ,(1911) ,holyokensis,,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Podokesaurus.jpg,0.9,carnivorous,5,USA,,,,mid jurassic,195-180 million years ago,195.0,180.0,,swift-footed lizard,1911.0,0.0,15.0
Poekilopleuron,peek-i-loh-ploor-on,'varied ribs',large theropod,9.0m,,carnivorous,,,,"Mid Jurassic, 169-164 million years ago",France,"Dinosauria, Saurischia, Theropoda, Megalosauridae, Megalosaurinae",Eudes-Deslongchamps ,(1838) ,bucklandii,  Only a partial Poekilopleuron skeleton has been found.,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Poekilopleuron.jpg,9.0,carnivorous,5,France,,,,mid jurassic,169-164 million years ago,169.0,164.0,,varied ribs,1838.0,0.0,5.0
Polacanthus,pol-a-KAN-thus,'many spines',armoured dinosaur,5.0m,,herbivorous,,,,"Early Cretaceous, 125 million years ago","England,
						
							United Kingdom","Dinosauria, Ornithischia, Thyreophora, Ankylosauria",Hulke ,(1881) ,foxii,,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/polac.jpg,5.0,herbivorous,4,England,UnitedKingdom,,,early cretaceous,125 million years ago,125.0,125.0,,many spines,1881.0,1.0,0.0
Prenocephale,preen-oh-keff-ah-lee,'sloping head',pachycephalosaur,2.4m,,herbivorous,,,,"Late Cretaceous, 80-66 million years ago",Mongolia,"Dinosauria, Ornithischia, Neornithischia, Cerapoda, Marginocephalia, Pachycephalosauria, Pachycephalosauridae",MaryaÃ ska and OsmÃÂ³lska ,(1974) ,prenes,,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Prenocephale.jpg,2.4,herbivorous,7,Mongolia,,,,late cretaceous,80-66 million years ago,80.0,66.0,,sloping head,1974.0,1.0,14.0
Probactrosaurus,proh-bak-troh-sore-us,'before Bactrosaurus',large ornithopod,6.0m,,herbivorous,,,,"Early Cretaceous, 121-99 million years ago",China,"Dinosauria, Ornithischia, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea",Rozhdestvensky ,(1966) ,gobiensis,,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Probactrosaurus.jpg,6.0,herbivorous,9,China,,,,early cretaceous,121-99 million years ago,121.0,99.0,,before Bactrosaurus,1966.0,1.0,22.0
Proceratosaurus,proh-ker-at-oh-sore-us,'before Ceratosaurus',small theropod,4.1m,,carnivorous,,,,"Mid Jurassic, 169-164 million years ago","England,
						
							United Kingdom","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria",Woodward ,(1910) ,bradleyi,"  Proceratosaurus is known only from a partial skull, so reconstructions are speculative.",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Proceratosaurus.jpg,4.1,carnivorous,7,England,UnitedKingdom,,,mid jurassic,169-164 million years ago,169.0,164.0,,before Ceratosaurus,1910.0,0.0,5.0
Pro-compsognathus,pro-comp-sog-nay-thus,'before Compsognathus',small theropod,1.0m,,carnivorous,,,,"Late Triassic, 221-210 million years ago",Germany,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Coelophysoidea",Fraas ,(1913) ,triassicus,  Procompsognathus was similar to Ornitholestes. The only specimen is badly crushed.,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Procompsognathus.jpg,1.0,carnivorous,5,Germany,,,,late triassic,221-210 million years ago,221.0,210.0,,before Compsognathus,1913.0,0.0,11.0
Prosaurolophus,proh-sore-oh-lof-us,'before lizard crest [Saurolophus]',large ornithopod,7.6m,,herbivorous,,,,"Late Cretaceous, 77-75 million years ago","Canada,
						
							USA","Dinosauria, Ornithischia, Ornithopoda, Hadrosauridae, Euhadrosauria, Hadrosaurinae",Brown ,(1916) ,maximus,"  Prosaurolophus is known from the skeletons of 24-29 individuals, some articulated (the bones were joined as they would have been in life).",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Prosaurolophus.jpg,7.6,herbivorous,6,Canada,USA,,,late cretaceous,77-75 million years ago,77.0,75.0,,before lizard crest [Saurolophus],1916.0,1.0,2.0
Prot-archaeopteryx,pro-tark-ee-op-ter-iks,'before Archaeopteryx',small theropod,2.0m,,carnivorous,,,,"Early Cretaceous, 122-120 million years ago",China,"Dinosauria, Saurischia, Theropoda, Paraves, Eumaniraptora",Ji and Ji ,(1997) ,robusta,,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Protarchaeopteryx.jpg,2.0,carnivorous,5,China,,,,early cretaceous,122-120 million years ago,122.0,120.0,,before Archaeopteryx,1997.0,0.0,2.0
Protoceratops,pro-toe-ker-ah-tops,'first horned face',ceratopsian,1.8m,400kg,herbivorous,shearing and grinding teeth with a horny beak at the front,plant material,on 4 legs,"Late Cretaceous, 74-70 million years ago","China,
						
							Mongolia","Dinosauria, Ornithischia, Neornithischia, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria",Granger and Gregory ,(1923) ,andrewsi,  One Protoceratops specimen was fossilised while being attacked by Velociraptor.,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/proto.jpg,1.8,herbivorous,8,China,Mongolia,,,late cretaceous,74-70 million years ago,74.0,70.0,400.0,first horned face,1923.0,1.0,4.0
Protohadros,proh-toh-had-ros,'first hadrosaur',large ornithopod,6.0m,,herbivorous,,,,"Late Cretaceous, 99-94 million years ago",USA,"Dinosauria, Ornithischia, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea",Head ,(1998) ,byrdi,  Partial skull and postcranial remains of Protohadros have been found. This was a very early duck-billed dinosaur (hadrosaur).,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Protohadros.jpg,6.0,herbivorous,9,USA,,,,late cretaceous,99-94 million years ago,99.0,94.0,,first hadrosaur,1998.0,1.0,5.0
